Customer ID,TotalSpending,NumberOfOrders,Cluster
12346.0,578.36,15,2
12347.0,162.95,2,0
12348.0,14.39,1,0
12349.0,899.49,4,0
12351.0,49.46,1,0
12352.0,54.6,2,0
12353.0,38.78,1,0
12355.0,52.78,1,0
12356.0,261.38,3,0
12357.0,1395.6399999999999,2,0
12358.0,256.13,3,0
12359.0,562.78,8,0
12360.0,278.22,6,0
12361.0,78.9,3,0
12362.0,130.0,1,0
12366.0,5.07,1,0
12368.0,79.05,1,0
12369.0,292.85,3,0
12370.0,224.36,3,0
12371.0,421.85,3,0
12373.0,171.85,2,0
12374.0,149.47,3,0
12376.0,104.4,2,0
12377.0,207.17000000000002,2,0
12378.0,360.97,1,0
12379.0,120.9,2,0
12380.0,3921.94,10,2
12382.0,18.38,1,0
12385.0,254.25,2,0
12386.0,21.81,1,0
12387.0,24.86,1,0
12388.0,134.64000000000001,2,0
12389.0,130.06,3,0
12391.0,828.01,6,0
12392.0,35.25,1,0
12393.0,137.9,3,0
12395.0,290.65,4,0
12396.0,149.46,1,0
12399.0,99.8,3,0
12400.0,32.05,1,0
12402.0,207.9,6,0
12403.0,28.53,1,0
12404.0,63.24,1,0
12406.0,166.47,4,0
12408.0,175.55,5,0
12409.0,477.63,6,0
12410.0,75.87,1,0
12411.0,74.7,1,0
12412.0,171.87,5,0
12413.0,118.69999999999999,1,0
12414.0,477.08,5,0
12415.0,652.02,7,0
12416.0,16.88,1,0
12417.0,1020.3299999999999,15,2
12418.0,224.29,4,0
12419.0,126.09,2,0
12421.0,107.96,3,0
12422.0,2717.87,18,2
12423.0,125.89,2,0
12424.0,139.08,5,0
12425.0,135.87,2,0
12426.0,178.72,2,0
12427.0,49.25,1,0
12429.0,225.14,6,0
12431.0,678.53,16,2
12433.0,728.66,6,0
12434.0,68.12,1,0
12435.0,220.41,4,0
12437.0,1194.23,28,2
12439.0,271.46,3,0
12440.0,189.79,3,0
12441.0,40.71,1,0
12443.0,123.28,1,0
12445.0,59.59,2,0
12449.0,26.93,2,0
12450.0,77.54,5,0
12451.0,361.07,4,0
12454.0,363.26,7,0
12455.0,603.11,4,0
12457.0,168.28,2,0
12458.0,168.65,2,0
12459.0,95.42,1,0
12460.0,78.86,1,0
12466.0,56.73,1,0
12467.0,29.12,2,0
12468.0,317.73,7,0
12469.0,227.97,2,0
12470.0,90.35,1,0
12471.0,2763.72,81,3
12472.0,1556.93,26,2
12474.0,966.23,25,2
12475.0,82.84,1,0
12476.0,1251.48,18,2
12477.0,1044.22,3,0
12480.0,321.99,4,0
12481.0,809.42,8,0
12482.0,3823.63,32,2
12483.0,563.36,14,2
12484.0,395.76,8,0
12485.0,81.96,1,0
12486.0,201.07999999999998,1,0
12487.0,4.85,2,0
12490.0,662.74,12,2
12492.0,70.0,1,0
12494.0,161.99,5,0
12495.0,114.0,2,0
12496.0,28.02,2,0
12497.0,114.84,3,0
12499.0,62.9,1,0
12500.0,366.66,12,0
12503.0,231.6,1,0
12504.0,44.6,2,0
12505.0,204.75,2,0
12507.0,99.1,1,0
12510.0,3238.14,14,2
12511.0,668.83,2,0
12514.0,59.3,1,0
12516.0,94.33,2,0
12519.0,78.63,2,0
12523.0,653.18,17,2
12524.0,349.62,10,0
12525.0,284.46,8,0
12527.0,30.200000000000003,2,0
12529.0,68.56,2,0
12530.0,292.35,7,0
12531.0,277.55,2,0
12533.0,298.62,6,0
12537.0,125.68,1,0
12538.0,53.67,1,0
12539.0,763.48,3,0
12540.0,1186.9,17,2
12542.0,141.74,4,0
12543.0,112.37,1,0
12547.0,40.07,1,0
12549.0,80.78999999999999,6,0
12553.0,228.41,3,0
12554.0,99.43,1,0
12555.0,129.23,1,0
12557.0,54.230000000000004,4,0
12562.0,140.37,2,0
12563.0,50.98,1,0
12567.0,817.93,8,0
12568.0,31.17,1,0
12570.0,77.52,1,0
12573.0,204.69,4,0
12575.0,135.67000000000002,2,0
12576.0,176.38,5,0
12577.0,283.79,5,0
12578.0,182.58,3,0
12580.0,88.61,1,0
12582.0,282.02,2,0
12583.0,686.08,14,2
12586.0,443.82,4,0
12588.0,244.42000000000002,4,0
12589.0,2688.77,9,2
12590.0,7.9,2,0
12591.0,201.1,2,0
12592.0,2247.88,6,0
12594.0,255.64,6,0
12595.0,60.62,1,0
12598.0,213.46,6,0
12599.0,183.34,6,0
12600.0,483.74,16,2
12601.0,48.95,1,0
12605.0,174.43,5,0
12606.0,21.0,1,0
12608.0,26.04,1,0
12609.0,497.45,7,0
12613.0,554.59,7,0
12615.0,565.73,7,0
12616.0,85.89999999999999,2,0
12619.0,25.48,1,0
12621.0,1038.81,22,2
12623.0,501.99,8,0
12625.0,235.71,2,0
12629.0,179.9,2,0
12631.0,437.87,6,0
12632.0,98.67,4,0
12633.0,653.41,5,0
12634.0,155.55,2,0
12635.0,218.05,2,0
12636.0,141.0,1,0
12637.0,561.79,4,0
12638.0,62.0,1,0
12639.0,177.99,2,0
12643.0,249.45999999999998,8,0
12644.0,330.02,5,0
12645.0,230.5,5,0
12647.0,2090.42,35,2
12648.0,177.27,4,0
12649.0,246.66,7,0
12651.0,48.5,4,0
12652.0,15.0,1,0
12653.0,125.18,1,0
12655.0,87.85,1,0
12656.0,408.46999999999997,4,0
12661.0,9.65,1,0
12662.0,632.55,11,0
12663.0,61.349999999999994,3,0
12664.0,101.78,2,0
12665.0,69.05,3,0
12666.0,119.25,1,0
12668.0,1320.63,6,0
12670.0,127.21000000000001,2,0
12671.0,122.691,1,0
12672.0,73.85,2,0
12673.0,96.35,1,0
12675.0,450.77,4,0
12676.0,279.24,6,0
12677.0,90.95,3,0
12678.0,735.04,10,0
12681.0,2414.33,30,2
12682.0,1793.3,24,2
12683.0,599.2,9,0
12686.0,22.81,1,0
12687.0,564.93,2,0
12691.0,37.55,1,0
12692.0,40.6,1,0
12693.0,199.3,5,0
12694.0,98.87,2,0
12695.0,188.51,3,0
12696.0,212.15,3,0
12698.0,81.6,1,0
12699.0,127.56,1,0
12701.0,274.19,4,0
12703.0,203.52,5,0
12705.0,652.48,8,0
12706.0,91.89,1,0
12708.0,656.64,15,2
12709.0,1393.6299999999999,30,2
12711.0,154.76,2,0
12712.0,641.2,14,2
12714.0,1167.4,7,0
12717.0,95.39,1,0
12720.0,493.68,13,2
12721.0,369.98,4,0
12724.0,219.66,3,0
12725.0,631.33,4,0
12726.0,130.02,4,0
12727.0,219.08,3,0
12728.0,59.519999999999996,1,0
12730.0,231.05,1,0
12731.0,409.53,5,0
12733.0,508.91,5,0
12734.0,68.15,2,0
12737.0,3710.5,2,0
12738.0,43.45,1,0
12739.0,574.6,2,0
12741.0,195.53,2,0
12742.0,116.13,2,0
12744.0,372.51,4,0
12745.0,269.54,3,0
12746.0,73.95,3,0
12747.0,716.11,22,2
12748.0,10703.96,159,3
12749.0,1109.23,8,0
12751.0,113.71,1,0
12755.0,216.76,19,2
12758.0,549.09,6,0
12759.0,562.11,5,0
12760.0,62.56,1,0
12761.0,118.65,2,0
12763.0,28.99,1,0
12765.0,180.32999999999998,6,0
12766.0,431.13,5,0
12767.0,90.08,1,0
12768.0,60.160000000000004,2,0
12770.0,71.98,6,0
12771.0,89.8,2,0
12773.0,24.22,2,0
12774.0,23.8,1,0
12775.0,51.85,2,0
12776.0,30.12,1,0
12777.0,83.21,1,0
12778.0,167.18,3,0
12779.0,341.57,10,0
12780.0,60.739999999999995,1,0
12782.0,521.1800000000001,8,0
12784.0,263.12,1,0
12785.0,237.0,3,0
12786.0,55.800000000000004,1,0
12787.0,61.129999999999995,2,0
12788.0,107.1,4,0
12789.0,42.9,2,0
12790.0,100.17999999999999,2,0
12791.0,544.66,8,0
12792.0,113.92,2,0
12793.0,112.05,2,0
12796.0,26.7,1,0
12797.0,170.07,4,0
12798.0,21.34,1,0
12799.0,42.55,1,0
12800.0,130.46,3,0
12801.0,269.82,2,0
12802.0,307.42,7,0
12803.0,99.79,1,0
12804.0,135.16,2,0
12805.0,211.75,4,0
12806.0,445.75,4,0
12807.0,144.65,3,0
12808.0,93.85,3,0
12809.0,451.94,6,0
12810.0,62.13,2,0
12811.0,116.0,2,0
12813.0,105.55,3,0
12817.0,142.39,2,0
12819.0,63.35,1,0
12820.0,287.63,9,0
12821.0,16.29,1,0
12823.0,86.05,13,0
12825.0,147.74,2,0
12826.0,178.37,8,0
12829.0,35.129999999999995,1,0
12831.0,34.67,2,0
12835.0,2266.76,49,2
12836.0,1179.34,13,2
12837.0,299.82,1,0
12838.0,740.99,11,0
12839.0,628.34,16,2
12840.0,150.96,5,0
12841.0,691.83,18,2
12842.0,34.6,2,0
12843.0,573.39,25,2
12844.0,204.21,2,0
12846.0,15.58,1,0
12847.0,44.67,1,0
12848.0,63.55,1,0
12849.0,384.94,4,0
12850.0,3.3,1,0
12851.0,99.5,1,0
12853.0,276.75,7,0
12854.0,504.7,6,0
12855.0,362.75,4,0
12857.0,254.1,5,0
12858.0,178.31,2,0
12859.0,57.25,1,0
12860.0,43.37,1,0
12861.0,24.0,1,0
12862.0,407.08,2,0
12863.0,178.12,5,0
12864.0,2.76,1,0
12865.0,300.66,2,0
12866.0,118.12,2,0
12867.0,742.73,6,0
12868.0,109.0,3,0
12869.0,95.32,1,0
12870.0,438.44,4,0
12871.0,27.34,1,0
12872.0,976.52,12,2
12873.0,104.18,2,0
12874.0,148.97,3,0
12875.0,2.67,3,0
12876.0,238.38,3,0
12877.0,254.59,8,0
12880.0,148.42000000000002,2,0
12887.0,61.65,1,0
12889.0,137.23,6,0
12890.0,120.24,1,0
12891.0,3.54,9,0
12892.0,59.58,1,0
12894.0,118.3,1,0
12896.0,5.95,1,0
12897.0,42.050000000000004,2,0
12898.0,78.87,2,0
12899.0,86.14999999999999,1,0
12900.0,47.019999999999996,1,0
12903.0,93.59,1,0
12905.0,198.68,3,0
12907.0,150.41,3,0
12908.0,1.71,3,0
12909.0,185.79,5,0
12910.0,108.95,6,0
12911.0,775.7,1,0
12913.0,151.11,9,0
12914.0,10.299999999999999,1,0
12915.0,304.57,7,0
12916.0,374.33,3,0
12917.0,188.55,7,0
12918.0,32860.5,3,1
12920.0,77.5,3,0
12921.0,2048.48,55,2
12923.0,136.1,2,0
12924.0,95.3,9,0
12925.0,1.89,1,0
12926.0,688.93,4,0
12927.0,31.14,1,0
12928.0,181.9,7,0
12931.0,349.05,51,2
12932.0,197.23000000000002,8,0
12933.0,662.39,7,0
12934.0,83.34,1,0
12935.0,423.5,11,0
12937.0,227.57999999999998,5,0
12939.0,110.43,12,0
12941.0,44.44,1,0
12942.0,87.55,1,0
12943.0,131.5,3,0
12945.0,75.58,1,0
12946.0,66.35,1,0
12947.0,50.33,1,0
12948.0,14.78,2,0
12949.0,1639.56,18,2
12951.0,380.3,12,0
12953.0,130.36,1,0
12954.0,31.150000000000002,1,0
12956.0,42.29,3,0
12957.0,1003.4,9,0
12958.0,253.99,2,0
12959.0,48.0,2,0
12960.0,144.12,4,0
12961.0,65.05,1,0
12963.0,332.44,6,0
12964.0,94.17,1,0
12967.0,295.96,2,0
12969.0,22.95,1,0
12970.0,497.26,6,0
12971.0,341.68,34,2
12972.0,282.02,6,0
12973.0,170.25,1,0
12974.0,111.96000000000001,1,0
12975.0,590.61,8,0
12976.0,203.57,7,0
12977.0,302.82,3,0
12978.0,430.16,6,0
12979.0,132.71,2,0
12980.0,510.96000000000004,14,2
12982.0,575.97,15,2
12983.0,32.39,1,0
12986.0,533.29,12,2
12987.0,154.88,3,0
12989.0,118.42999999999999,20,2
12990.0,27.3,4,0
12991.0,110.49000000000001,1,0
12992.0,27.3,1,0
12993.0,132.32999999999998,6,0
12996.0,126.1,1,0
12997.0,137.64000000000001,9,0
12998.0,95.76,4,0
13000.0,147.55,2,0
13001.0,1725.42,22,2
13002.0,52.52,2,0
13004.0,1188.07,24,2
13005.0,126.07,3,0
13007.0,65.95,1,0
13008.0,66.94,5,0
13009.0,7.8,1,0
13010.0,21.41,2,0
13011.0,12.65,1,0
13012.0,197.09,4,0
13013.0,1003.95,18,2
13014.0,380.76,2,0
13015.0,896.3199999999999,9,0
13018.0,647.24,8,0
13019.0,248.94,8,0
13020.0,139.76,5,0
13021.0,480.85,13,2
13022.0,25.3,1,0
13023.0,212.82999999999998,1,0
13024.0,170.37,3,0
13025.0,27.84,1,0
13026.0,67.15,5,0
13027.0,115.84,17,2
13029.0,62.45,2,0
13030.0,187.72,1,0
13031.0,1069.05,5,0
13032.0,473.5,8,0
13033.0,4.05,1,0
13034.0,50.51,2,0
13035.0,34.34,1,0
13036.0,57.95,1,0
13037.0,677.74,13,2
13039.0,302.19,4,0
13041.0,133.87,4,0
13042.0,638.93,4,0
13044.0,1299.18,12,2
13045.0,104.33,2,0
13046.0,64.44,1,0
13047.0,1281.51,27,2
13048.0,279.8,8,0
13049.0,30.740000000000002,3,0
13050.0,2142.26,30,2
13051.0,21.45,2,0
13052.0,855.83,6,0
13053.0,52.75,1,0
13054.0,14.0,1,0
13055.0,168.57,2,0
13056.0,90.74,1,0
13057.0,141.99,4,0
13059.0,866.52,11,2
13063.0,27.5,1,0
13064.0,213.55,2,0
13065.0,269.17,6,0
13067.0,88.3,2,0
13069.0,1370.36,17,2
13070.0,52.7,4,0
13071.0,49.27,1,0
13073.0,95.97999999999999,2,0
13074.0,122.67,5,0
13076.0,35.85,1,0
13077.0,511.62,11,0
13078.0,1876.62,53,2
13079.0,27.69,1,0
13080.0,57.75,4,0
13081.0,2821.22,25,2
13082.0,121.08,15,2
13083.0,2.54,1,0
13084.0,3.4,2,0
13085.0,1041.17,7,0
13086.0,184.93,1,0
13087.0,85.77,1,0
13088.0,83.12,1,0
13089.0,4256.13,132,3
13090.0,611.31,15,2
13091.0,1377.49,4,0
13092.0,451.59999999999997,9,0
13093.0,2716.7599999999998,76,3
13094.0,13.46,2,0
13096.0,69.95,1,0
13097.0,2921.12,26,2
13100.0,1598.67,1,0
13101.0,107.64,3,0
13102.0,738.65,16,2
13103.0,44.32,2,0
13104.0,21.95,3,0
13105.0,0.72,1,0
13106.0,208.41,1,0
13107.0,263.21,10,0
13108.0,49.56,2,0
13109.0,79.4,2,0
13110.0,538.84,6,0
13111.0,23.66,1,0
13112.0,13.47,3,0
13113.0,911.92,22,2
13114.0,89.54,1,0
13115.0,515.16,10,0
13117.0,311.14,13,2
13118.0,360.40999999999997,5,0
13119.0,16.65,1,0
13123.0,144.67,2,0
13124.0,169.42,1,0
13125.0,100.98,1,0
13126.0,306.63,11,0
13128.0,8.5,1,0
13129.0,20.46,2,0
13131.0,332.57,4,0
13133.0,25.35,1,0
13134.0,96.25,2,0
13135.0,73.2,1,0
13136.0,636.11,14,2
13137.0,1859.5,8,2
13138.0,137.26,3,0
13139.0,235.83,1,0
13140.0,263.06,3,0
13141.0,677.13,15,2
13143.0,65.7,2,0
13144.0,9.25,1,0
13145.0,307.75,4,0
13148.0,1774.3,19,2
13150.0,70.42,4,0
13151.0,549.27,3,0
13152.0,559.4,9,0
13154.0,317.44,4,0
13155.0,211.12,3,0
13156.0,345.36,3,0
13157.0,302.96,5,0
13158.0,43.99,1,0
13161.0,151.14,1,0
13162.0,434.26,14,2
13163.0,21.4,2,0
13164.0,75.44,3,0
13165.0,7.01,1,0
13166.0,79.41,1,0
13167.0,43.81,1,0
13168.0,172.69,1,0
13169.0,28.85,1,0
13172.0,1.45,1,0
13173.0,650.18,12,2
13174.0,2695.85,10,2
13175.0,207.20000000000002,4,0
13177.0,39.4,1,0
13178.0,830.89,14,2
13179.0,70.84,1,0
13180.0,15.05,1,0
13181.0,53.07,1,0
13183.0,107.92999999999999,9,0
13187.0,19.96,4,0
13190.0,96.31,4,0
13191.0,110.83,1,0
13192.0,317.90999999999997,6,0
13194.0,17.58,1,0
13195.0,116.95,1,0
13196.0,259.8,4,0
13197.0,87.19,1,0
13198.0,348.48,4,0
13199.0,197.75,31,2
13201.0,196.82999999999998,4,0
13202.0,351.95,8,0
13203.0,194.51,7,0
13204.0,237.18,1,0
13205.0,10.95,1,0
13206.0,1146.68,15,2
13207.0,29.75,2,0
13208.0,296.44,3,0
13209.0,155.4,5,0
13211.0,249.32,9,0
13213.0,297.68,8,0
13214.0,436.56,7,0
13215.0,0.85,1,0
13217.0,0.53,1,0
13219.0,76.23,1,0
13220.0,129.5,1,0
13222.0,2.95,1,0
13223.0,11.74,4,0
13225.0,266.01,9,0
13226.0,30.5,1,0
13230.0,1893.85,17,2
13231.0,355.2,1,0
13233.0,76.05,2,0
13234.0,193.43,2,0
13237.0,128.65,1,0
13238.0,43.75,2,0
13239.0,232.0,5,0
13240.0,379.72,6,0
13241.0,107.12,1,0
13242.0,42.9,4,0
13243.0,427.34,4,0
13245.0,81.59,1,0
13246.0,382.52,7,0
13249.0,15.83,6,0
13250.0,53.42,3,0
13251.0,38.29,1,0
13252.0,110.1,3,0
13253.0,81.16,2,0
13254.0,10.09,1,0
13255.0,76.3,2,0
13257.0,73.14999999999999,3,0
13258.0,17.099999999999998,2,0
13259.0,803.7,8,0
13262.0,158.95,2,0
13263.0,701.24,4,0
13264.0,123.03999999999999,1,0
13266.0,205.73,11,0
13267.0,808.28,25,2
13269.0,447.16,14,2
13270.0,2.95,1,0
13274.0,71.45,1,0
13275.0,105.58,2,0
13276.0,733.59,5,0
13277.0,18.95,3,0
13278.0,120.31,4,0
13280.0,422.45,5,0
13281.0,64.61,3,0
13282.0,39.6,1,0
13283.0,40.75,2,0
13285.0,140.07999999999998,2,0
13286.0,202.81,1,0
13287.0,218.05,7,0
13288.0,70.58,6,0
13289.0,70.25,1,0
13290.0,625.89,3,0
13291.0,960.79,10,0
13292.0,133.89,4,0
13293.0,245.15,7,0
13294.0,163.34,1,0
13295.0,139.01,8,0
13296.0,87.33,5,0
13297.0,179.51,4,0
13299.0,291.32,4,0
13300.0,175.6,3,0
13302.0,31.7,1,0
13303.0,17.54,1,0
13304.0,279.54,6,0
13305.0,451.13,7,0
13306.0,3.81,1,0
13307.0,44.79,2,0
13308.0,43.6,1,0
13309.0,20.93,1,0
13310.0,74.58,2,0
13312.0,17.85,1,0
13313.0,267.25,10,0
13315.0,43.3,1,0
13316.0,227.16,7,0
13317.0,931.941,22,2
13319.0,1910.48,45,2
13320.0,79.15,3,0
13324.0,212.35999999999999,11,0
13326.0,37.89,1,0
13327.0,738.0,15,2
13329.0,301.89,11,0
13330.0,159.04,3,0
13331.0,142.15,1,0
13333.0,136.98,3,0
13334.0,644.14,3,0
13335.0,955.06,1,0
13337.0,304.99,2,0
13338.0,717.14,7,0
13340.0,767.74,5,0
13342.0,7.050000000000001,1,0
13346.0,11.35,6,0
13353.0,28.849999999999998,1,0
13357.0,996.73,4,0
13359.0,203.55,2,0
13360.0,305.61,7,0
13361.0,150.9,2,0
13362.0,442.2,5,0
13363.0,114.53999999999999,1,0
13365.0,26.9,1,0
13367.0,92.2,1,0
13368.0,104.07000000000001,3,0
13369.0,91.62,1,0
13370.0,166.19,2,0
13371.0,394.58,4,0
13373.0,665.06,3,0
13374.0,102.75,2,0
13375.0,107.42,1,0
13377.0,482.48,4,0
13378.0,756.4,1,0
13380.0,3.95,1,0
13381.0,544.59,8,0
13382.0,167.2,4,0
13383.0,1.06,1,0
13384.0,360.06,6,0
13386.0,71.14,2,0
13387.0,140.41,1,0
13388.0,126.3,1,0
13392.0,11.57,1,0
13393.0,311.99,6,0
13394.0,660.02,14,2
13395.0,97.24000000000001,2,0
13397.0,288.79,7,0
13398.0,68.55,1,0
13399.0,54.15,3,0
13400.0,50.25,2,0
13401.0,1834.14,1,0
13402.0,156.13,3,0
13403.0,24.05,2,0
13405.0,72.77,6,0
13406.0,24.14,3,0
13407.0,243.07999999999998,6,0
13408.0,1017.982,57,2
13409.0,525.65,1,0
13410.0,55.46,5,0
13412.0,163.85,1,0
13413.0,89.36,8,0
13414.0,78.5,4,0
13415.0,285.25,5,0
13416.0,23.450000000000003,1,0
13417.0,200.06,5,0
13418.0,756.38,16,2
13421.0,418.25,8,0
13423.0,26.779999999999998,1,0
13424.0,71.83,2,0
13425.0,263.59,5,0
13426.0,400.2,12,0
13427.0,40.839999999999996,3,0
13428.0,120.28,2,0
13431.0,321.37,7,0
13432.0,253.58,2,0
13433.0,112.42,5,0
13434.0,52.92,3,0
13435.0,122.24,2,0
13438.0,4.65,1,0
13439.0,252.23,2,0
13440.0,230.1,10,0
13441.0,66.01,1,0
13442.0,266.38,3,0
13443.0,582.58,7,0
13444.0,136.0,2,0
13445.0,13.790000000000001,1,0
13446.0,627.55,18,2
13448.0,2173.64,11,2
13450.0,112.59,8,0
13451.0,1223.01,7,0
13452.0,34.95,1,0
13453.0,96.17999999999999,3,0
13454.0,34.19,1,0
13455.0,510.13,8,0
13457.0,17.34,4,0
13458.0,300.68,2,0
13459.0,166.6,2,0
13461.0,91.48,5,0
13462.0,148.48,4,0
13463.0,158.65,1,0
13464.0,434.29,6,0
13465.0,78.73,2,0
13466.0,119.82,5,0
13468.0,1905.92,49,2
13469.0,16.2,1,0
13472.0,73.55,2,0
13473.0,226.16,7,0
13474.0,217.89,2,0
13476.0,231.1,3,0
13477.0,196.78,5,0
13478.0,532.78,7,0
13479.0,89.56,4,0
13480.0,147.18,2,0
13481.0,420.89,7,0
13482.0,27.549999999999997,1,0
13484.0,139.85,3,0
13485.0,529.61,14,2
13487.0,70.27,2,0
13488.0,1065.17,13,2
13490.0,75.25,1,0
13491.0,665.03,18,2
13495.0,228.99,9,0
13497.0,161.53,6,0
13498.0,38.51,1,0
13500.0,66.67,1,0
13501.0,227.63,3,0
13502.0,49.0,3,0
13503.0,656.94,11,0
13506.0,209.19,6,0
13508.0,45.22,1,0
13509.0,6.25,1,0
13510.0,671.85,12,2
13511.0,70.44,2,0
13512.0,59.66,3,0
13513.0,81.41,3,0
13514.0,86.15,3,0
13515.0,70.26,2,0
13516.0,88.3,1,0
13519.0,32.04,1,0
13520.0,499.51,8,0
13523.0,226.15,2,0
13526.0,55.2,4,0
13527.0,745.0,6,0
13528.0,2.5,1,0
13530.0,36.13,1,0
13531.0,312.41,5,0
13534.0,325.02,17,2
13535.0,8.95,1,0
13537.0,136.1,2,0
13538.0,434.97,5,0
13539.0,197.0,5,0
13540.0,177.52,3,0
13541.0,47.92,3,0
13542.0,1899.18,18,2
13543.0,216.19,2,0
13544.0,422.38,5,0
13545.0,152.69,3,0
13546.0,129.01,2,0
13547.0,136.24,1,0
13548.0,167.97,1,0
13549.0,7.3,1,0
13550.0,73.72,1,0
13551.0,6.35,1,0
13552.0,385.4,16,2
13553.0,330.65,1,0
13554.0,871.49,10,0
13555.0,816.35,12,2
13556.0,18.59,2,0
13557.0,329.11,14,2
13559.0,5.5,2,0
13561.0,494.4,10,0
13562.0,517.68,5,0
13564.0,3821.76,50,2
13565.0,50.83,1,0
13566.0,334.01,3,0
13567.0,526.18,5,0
13569.0,321.13,3,0
13571.0,705.65,14,2
13573.0,171.55,4,0
13574.0,214.6,1,0
13576.0,596.79,13,2
13577.0,315.65,9,0
13578.0,17.73,1,0
13579.0,234.56,5,0
13580.0,46.150000000000006,1,0
13581.0,48.39,1,0
13582.0,31.490000000000002,2,0
